complaint_id,txn_id,txn_id_missing,user_id,merchant_id,transaction_timestamp,reported_timestamp,bank_response_timestamp,reporting_delay_days,bank_response_delay_days,impossible_reporting_delay,disputed_amount,disputed_amount_missing,reason_code_bucket,reason_code,complaint_text,resolution_status,severity,channel
CBK0002113,TXN00002480,False,USR12658,MCH3815,2026-03-27 00:00:00,2026-04-02 00:00:00,2026-04-13 15:09:41,6.0,11.631724537037037,False,5722.09,False,Other/Unclassified,fraud,Merchant service was not delivered after payment.,Rejected,High,Chatbot
CBK0002187,TXN00007012,False,USR73010,MCH4473,2026-01-01 00:00:00,,2026-01-25 00:00:00,,,False,1064.0,False,General Complaint / Dispute,customer issue,Payment made to unknown merchant as per customer statement.,Closed,High,App
CBK0001688,TXN00015571,False,USR42338,MCH6498,2026-02-03 00:00:00,2026-02-07 00:00:00,2026-02-15 13:16:00,4.0,8.552777777777777,False,722.56,False,Account Takeover / Unauthorized,login compromised,Merchant service was not delivered after payment.,Closed,Medium,Call Center
CBK0001599,TXN00018048,False,USR45408,MCH4590,2026-02-03 07:57:00,2026-02-05 16:57:00,,2.375,,False,2467.08,False,Other/Unclassified,Service Not Provided,Customer complaint text unclear due to poor call center notes.,Pending Bank,High,Chatbot
CBK0001692,TXN54083,False,USR37452,MCH4658,2026-02-02 00:00:00,2026-02-05 00:00:00,2026-02-12 08:27:52,3.0,7.3526851851851855,False,664.5,False,Other/Unclassified,unauth txn,customer says transaction was not authorized.,Rejected,Medium,Call Center
CBK0002639,TXN00016579,False,USR53527,MCH8073,2026-03-02 00:00:00,2026-03-05 00:00:00,2026-04-04 08:22:00,3.0,30.34861111111111,False,1345.55,False,Item/Service Not Delivered,Merchant Not Delivered,User reports money deducted but merchant denies receiving payment.,Closed,Medium,App
CBK0002464,TXN00000389,False,USR51316,MCH2059,2026-02-08 06:31:54,2026-02-06 06:31:54,2026-02-19 06:31:00,-2.0,12.999375,True,2566.03,False,Item/Service Not Delivered,item not received,User reports money deducted but merchant denies receiving payment.,Resolved,High,Call Center
CBK0002031,TXN00001568,False,USR46045,MCH7468,2026-01-01 00:00:00,2026-01-03 00:00:00,2026-01-20 00:00:00,2.0,17.0,False,13654.34,False,Duplicate Debit,Duplicate Debit,Complaint received after multiple failed attempts.,Resolved,Medium,Chatbot
CBK0000357,TXN00002320,False,USR38540,MCH5330,2026-01-02 00:00:00,2026-01-12 00:00:00,2026-01-16 00:00:00,10.0,4.0,False,911.59,False,Item/Service Not Delivered,merchant service issue,User claims account was compromised before transaction.,Pending Bank,Medium,Email
CBK0001045,TXN00010810,False,USR65507,MCH7833,2026-03-07 00:00:00,2026-03-08 00:00:00,2026-04-03 00:00:00,1.0,26.0,False,541.11,False,Item/Service Not Delivered,not delivered,Customer says amount was debited twice.,Open,Medium,IVR
CBK0002559,TXN00014011,False,USR19313,MCH4037,2026-01-04 10:10:00,,,,,False,1125.73,False,Amount Mismatch,amount mismatch,User says UPI PIN was not entered by them.,Pending Bank,Low,Branch
CBK0000997,TXN00004554,False,USR64865,MCH4157,2026-02-19 00:00:00,2026-03-01 20:11:18,2026-03-21 00:00:00,10.841180555555555,19.158819444444443,False,2266.29,False,Duplicate Debit,double debit,Customer says amount was debited twice.,Open,Medium,Email
CBK0000942,TXN00000964,False,USR78941,MCH3992,2026-03-29 15:18:17,2026-04-06 00:00:00,2026-04-06 02:18:00,7.362303240740741,0.09583333333333334,False,2761.55,False,Duplicate Debit,charged twice,Suspicious high-value payment disputed by customer.,Resolved,Low,IVR
CBK0000622,TXN00007356,False,USR81916,MCH6117,2026-02-25 00:00:00,2026-03-12 00:00:00,2026-03-19 13:11:32,15.0,7.549675925925926,False,4608.17,False,Duplicate Debit,double debit,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,Chatbot
CBK0001835,TXN66186,False,USR21162,MCH2549,2026-02-25 20:33:49,2026-02-28 00:00:00,2026-03-17 20:33:49,2.1431828703703704,17.85681712962963,False,5546.22,False,Account Takeover / Unauthorized,ATO,Customer says transaction was not authorized.,Closed,High,Chatbot
CBK0001884,TXN00019164,False,USR22644,MCH9648,2026-02-08 00:00:00,2026-02-12 07:08:18,2026-02-14 00:00:00,4.297430555555556,1.7025694444444444,False,1364.5,False,Other/Unclassified,suspicious transaction,suspicious high-value payment disputed by customer.,In Progress,Low,Chatbot
CBK0001438,TXN00008449,False,USR22964,MCH2194,2026-03-22 00:00:00,2026-03-26 00:00:00,2026-04-07 00:00:00,4.0,12.0,False,653.0,False,General Complaint / Dispute,customer issue,Complaint received after multiple failed attempts. urgent,Resolved,Medium,App
CBK0002251,TXN00017472,False,USR79175,MCH4488,2026-02-23 08:37:00,2026-03-10 13:37:56,2026-04-01 00:00:00,15.208981481481482,21.43199074074074,False,14012.62,False,General Complaint / Dispute,Customer Dispute,Suspicious high-value payment disputed by customer.,Resolved,Critical,IVR
CBK0000739,TXN00017315,False,USR29561,MCH5980,2026-01-04 00:00:00,,2026-01-24 06:45:30,,,False,704.73,False,Account Takeover / Unauthorized,login compromised,User says UPI PIN was not entered by them.,In Progress,High,IVR
CBK0002114,TXN00004014,False,USR25900,MCH4717,2026-03-12 00:00:00,2026-03-19 00:00:00,2026-04-17 22:25:36,7.0,29.934444444444445,False,4940.23,False,Item/Service Not Delivered,item not received,Customer complaint text unclear due to poor call center notes. urgent,Resolved,High,Chatbot
CBK0000291,TXN00003485,False,USR79977,MCH3900,2026-02-10 00:00:00,,,,,False,485.1,False,Item/Service Not Delivered,item not received,User reports money deducted but merchant denies receiving payment.,Open,Low,Branch
CBK0001614,TXN00017424,False,USR36509,MCH1316,2026-02-18 00:00:00,2026-02-19 00:00:00,2026-03-21 00:00:00,1.0,30.0,False,9374.52,False,Item/Service Not Delivered,merchant service issue,customer says transaction was not authorized.,Pending Bank,Medium,Chatbot
CBK0000654,TXN00013810,False,USR50022,MCH5980,2026-03-07 00:00:00,2026-03-08 07:44:45,,1.3227430555555555,,False,4552.67,False,Account Takeover / Unauthorized,ATO,complaint received after multiple failed attempts.,Closed,Low,IVR
CBK0000809,TXN00013144,False,USR51720,MCH9790,2026-03-09 00:00:00,2026-03-19 23:09:00,,10.964583333333334,,False,688.92,False,Other/Unclassified,unauth txn,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Pending Bank,High,Call Center
CBK0001589,TXN88540,False,USR96555,MCH2757,2026-01-30 00:47:43,2026-01-31 00:00:00,2026-02-24 20:47:43,0.9668634259259259,24.866469907407406,False,221.01,False,Other/Unclassified,scam,Merchant service was not delivered after payment.,Rejected,High,IVR
CBK0002629,TXN00010196,False,USR41172,MCH4588,2026-02-21 00:00:00,2026-02-18 02:42:14,,-2.8873379629629627,,True,852.0,False,Other/Unclassified,Fraud Suspected,User says UPI PIN was not entered by them.,Rejected,Medium,IVR
CBK0000840,TXN00018717,False,USR16257,MCH3019,2026-02-20 08:58:00,2026-03-02 15:58:44,2026-03-13 00:00:00,10.292175925925926,10.334212962962964,False,4563.14,False,Other/Unclassified,Service Not Provided,User claims account was compromised before transaction.,Pending Bank,Low,IVR
CBK0002285,TXN00005474,False,USR53527,MCH4473,2026-01-29 00:00:00,2026-01-30 00:00:00,,1.0,,False,271.69,False,General Complaint / Dispute,customer issue,User claims account was compromised before transaction.,Closed,Medium,IVR
CBK0001420,TXN00010436,False,USR26201,MCH9908,2026-03-16 06:56:10,2026-03-21 13:56:00,2026-04-16 00:00:00,5.291550925925926,25.419444444444444,False,509.15,False,Item/Service Not Delivered,delivery issue,User says UPI PIN was not entered by them.,Rejected,Medium,IVR
CBK0000833,TXN00007902,False,USR66726,MCH6087,2026-02-26 00:00:00,2026-03-09 00:00:00,2026-03-28 04:34:00,11.0,19.190277777777776,False,5099.0,False,Duplicate Debit,DUP_DEBIT,Merchant service was not delivered after payment. NA,In Progress,High,IVR
CBK0000353,TXN00017372,False,USR56234,MCH7986,2026-02-02 18:14:36,2026-02-05 01:14:36,2026-02-25 00:00:00,2.2916666666666665,19.948194444444443,False,1275.74,False,Account Takeover / Unauthorized,not done by me,Customer complaint text unclear due to poor call center notes.,Rejected,High,IVR
CBK0002225,TXN00011962,False,USR12961,MCH8953,2026-03-02 02:36:15,2026-03-03 23:36:15,,1.875,,False,6403.5,False,Other/Unclassified,unauth txn,Payment made to unknown merchant as per customer statement.,Closed,Low,IVR
CBK0001471,TXN00003290,False,USR25087,MCH3815,2026-03-08 00:00:00,2026-03-09 00:00:00,2026-03-20 00:00:00,1.0,11.0,False,991.51,False,Item/Service Not Delivered,not delivered,Customer complaint text unclear due to poor call center notes. NA,Closed,High,Email
CBK0002740,TXN00013424,False,USR71939,MCH4819,2026-02-13 22:58:37,2026-02-16 00:00:00,2026-03-04 13:58:00,2.0426273148148146,16.581944444444446,False,3989.1,False,Item/Service Not Delivered,item not received,User reports money deducted but merchant denies receiving payment.,Pending Bank,Low,Chatbot
CBK0000543,TXN00001593,False,USR30157,MCH9787,2026-03-27 00:00:00,2026-03-28 00:00:00,2026-04-01 00:00:00,1.0,4.0,False,759.56,False,Item/Service Not Delivered,not delivered,User claims account was compromised before transaction.,Pending Bank,High,Call Center
CBK0001628,TXN00008857,False,USR61151,MCH4796,2026-03-19 00:00:00,2026-03-22 09:53:18,2026-04-04 09:53:18,3.4120138888888887,13.0,False,5937.26,False,Duplicate Debit,Duplicate Debit,Payment made to unknown merchant as per cust statement.,Rejected,Low,Call Center
CBK0000452,TXN00002107,False,USR52224,MCH4529,2026-02-28 04:18:55,2026-03-10 00:00:00,2026-03-27 12:18:55,9.82019675925926,17.513136574074075,False,6251.19,False,Other/Unclassified,service failed,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,Rejected,High,IVR
CBK0002368,TXN00004923,False,USR50207,MCH8391,2026-01-27 00:00:00,,,,,False,1673.05,False,Amount Mismatch,extra amount deducted,Merchant service was not delivered after payment.,Closed,Low,IVR
CBK0001693,TXN00009578,False,USR55777,MCH8533,2026-02-01 00:00:00,2026-02-04 17:25:23,2026-03-01 17:25:00,3.725960648148148,24.999733796296297,False,5287.35,False,Other/Unclassified,incorrect amount,complaint received after multiple failed attempts.,Closed,Medium,App
CBK0001268,TXN00004622,False,USR97580,MCH1348,2026-01-24 00:00:00,2026-01-24 17:29:00,2026-01-31 00:00:00,0.7284722222222222,6.271527777777778,False,1330.95,False,Item/Service Not Delivered,item not received,Merchant service was not delivered after payment.,Rejected,Medium,IVR
CBK0000449,TXN00007492,False,USR66286,MCH2383,2026-02-19 00:00:00,2026-02-20 00:00:00,2026-02-25 00:00:00,1.0,5.0,False,2062.69,False,General Complaint / Dispute,complaint,Merchant service was not delivered after payment.,Open,Low,App
CBK0000258,TXN00017642,False,USR41056,MCH9394,2026-02-26 00:19:00,2026-03-01 00:00:00,2026-03-24 00:00:00,2.9868055555555557,23.0,False,1505.96,False,General Complaint / Dispute,customer issue,Customer says amount was debited twice.,Resolved,High,Chatbot
CBK0000446,TXN00010750,False,USR17864,MCH4002,2026-01-12 00:00:00,2026-01-15 00:00:00,2026-01-31 20:48:17,3.0,16.866863425925924,False,2928.89,False,Item/Service Not Delivered,delivery issue,Payment made to unknown merchant as per customer statement.,Rejected,Medium,Call Center
CBK0000718,TXN00011539,False,USR60803,MCH7874,2026-03-09 18:51:51,2026-03-10 00:00:00,2026-03-31 00:00:00,0.21399305555555556,21.0,False,1528.98,False,Account Takeover / Unauthorized,unauthorized_transaction,customer complaint text unclear due to poor call center notes.,In Progress,High,Chatbot
CBK0000013,TXN00019943,False,USR42818,MCH6838,2026-01-02 14:58:54,2026-01-05 00:00:00,,2.375763888888889,,False,728.13,False,General Complaint / Dispute,customer issue,User says UPI PIN was not entered by them. call dropped,In Progress,Low,App
CBK0001521,TXN00010065,False,USR51069,MCH8953,2026-02-14 00:00:00,2026-03-17 18:07:42,2026-04-10 00:00:00,31.755347222222223,23.244652777777777,False,4146.46,False,Item/Service Not Delivered,Merchant Not Delivered,user reports money deducted but merchant denies receiving payment.,Closed,Low,Chatbot
CBK0002680,TXN00009041,False,USR82433,MCH4594,2026-02-07 00:00:00,2026-02-10 00:00:00,2026-02-16 00:00:00,3.0,6.0,False,865.19,False,Duplicate Debit,charged twice,User says UPI PIN was not entered by them.,Open,Low,Email
CBK0001738,TXN00010457,False,USR59679,MCH9291,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-03-17 18:20:16,1.0,11.764074074074074,False,2161.39,False,Other/Unclassified,fraud,Merchant service was not delivered after payment.,Open,High,Call Center
CBK0001979,TXN00007772,False,USR77274,MCH7833,2026-03-24 00:00:00,2026-03-31 00:00:00,2026-04-17 10:47:26,7.0,17.44960648148148,False,1320.83,False,Other/Unclassified,incorrect amount,Customer complaint text unclear due to poor call center notes.,Pending Bank,Critical,IVR
CBK0000510,TXN00007774,False,USR73010,MCH1407,2026-03-07 00:00:00,2026-03-09 00:00:00,2026-04-04 00:00:00,2.0,26.0,False,1443.57,False,Account Takeover / Unauthorized,unauthorized_transaction,User claims account was compromised before txn.,Rejected,Medium,IVR
CBK0000115,TXN00000541,False,USR20121,MCH8779,2026-02-20 00:00:00,2026-03-23 03:31:09,2026-04-05 00:00:00,31.146631944444444,12.853368055555556,False,1346.0,False,General Complaint / Dispute,complaint,Customer says amount was debited twice.,Resolved,Low,Email
CBK0001315,TXN00005438,False,USR68023,MCH5877,2026-02-16 00:00:00,2026-02-22 07:46:00,,6.323611111111111,,False,1581.74,False,Amount Mismatch,extra amount deducted,Merchant service was not delivered after payment. urgent,Open,High,Branch
CBK0001795,TXN00017402,False,USR78513,MCH4226,2026-01-23 04:47:03,2026-01-31 00:47:03,2026-02-11 00:47:03,7.833333333333333,11.0,False,2837.81,False,Account Takeover / Unauthorized,login compromised,Complaint received after multiple failed attempts.,Rejected,Low,IVR
CBK0002345,TXN00010920,False,USR70736,MCH8559,2026-03-11 00:00:00,2026-03-13 00:00:00,2026-03-24 03:54:00,2.0,11.1625,False,822.8,False,General Complaint / Dispute,customer issue,User claims account was compromised before transaction.,Closed,Low,Call Center
CBK0000375,TXN00015798,False,USR47647,MCH8330,2026-01-10 00:00:00,2026-01-12 00:00:00,2026-01-26 03:31:00,2.0,14.146527777777777,False,5976.69,False,Amount Mismatch,extra amount deducted,suspicious high-value payment disputed by customer.,In Progress,Low,Chatbot
CBK0000967,TXN00016890,False,USR11933,MCH4841,2026-03-28 00:00:00,2026-03-29 00:00:00,2026-04-04 00:00:00,1.0,6.0,False,2406.47,False,Duplicate Debit,double debit,Suspicious high-value payment disputed by customer.,In Progress,Low,Chatbot
CBK0000032,TXN00001691,False,USR43171,MCH8182,2026-01-08 00:00:00,2026-01-09 00:00:00,2026-01-26 09:44:49,1.0,17.406122685185185,False,875.81,False,Duplicate Debit,double debit,User claims account was compromised before transaction.,In Progress,Medium,App
CBK0001529,TXN00008099,False,USR86223,MCH1511,2026-02-22 00:00:00,2026-02-24 00:00:00,2026-03-20 00:00:00,2.0,24.0,False,4576.69,False,Item/Service Not Delivered,not delivered,Customer says amount was debited twice.,Closed,Critical,IVR
CBK0002264,TXN00001289,False,USR79175,MCH4181,2026-02-26 00:00:00,2026-03-28 17:35:00,2026-04-26 00:00:00,30.73263888888889,28.26736111111111,False,201.03,False,Item/Service Not Delivered,delivery issue,User claims account was compromised before transaction. call dropped,Pending Bank,Critical,Branch
CBK0002480,TXN00007980,False,USR87914,MCH7383,2026-02-02 00:00:00,2026-02-06 15:03:23,,4.627349537037037,,False,1231.74,False,Account Takeover / Unauthorized,Account Takeover,customer says transaction was not authorized.,Pending Bank,Medium,IVR
CBK0002469,TXN00002314,False,USR99748,MCH7621,2026-02-22 00:00:00,2026-02-23 18:44:31,2026-03-24 00:00:00,1.7809143518518518,28.21908564814815,False,725.65,False,Amount Mismatch,amount mismatch,User reports money deducted but merchant denies receiving payment.,In Progress,Medium,IVR
CBK0001505,TXN00001496,False,USR40061,MCH3765,2026-03-04 00:00:00,2026-03-08 11:54:46,2026-03-13 11:54:46,4.496365740740741,5.0,False,5669.05,False,General Complaint / Dispute,customer issue,User says UPI PIN was not entered by them.,Rejected,Low,IVR
CBK0000478,TXN00014062,False,USR69966,MCH2822,2026-02-25 19:59:11,2026-02-26 00:00:00,2026-03-25 15:59:00,0.16723379629629628,27.665972222222223,False,1078.9,False,Account Takeover / Unauthorized,ATO,User claims account was compromised before transaction.,In Progress,Low,Branch
CBK0001735,TXN00017962,False,USR81878,MCH2822,2026-01-13 03:38:00,2026-02-27 00:00:00,2026-03-16 23:38:14,44.84861111111111,17.98488425925926,False,2741.61,False,Amount Mismatch,extra amount deducted,Payment made to unknown merchant as per customer statement.,Pending Bank,Low,App
CBK0001931,TXN00002531,False,USR10307,MCH4473,2026-02-16 00:00:00,,,,,False,1017.5,False,Duplicate Debit,double debit,Customer complaint text unclear due to poor call center notes.,Open,Medium,IVR
CBK0001639,TXN00005636,False,USR63938,MCH1320,2026-02-02 00:00:00,2026-02-03 00:00:00,2026-02-12 11:56:31,1.0,9.497581018518519,False,1118.0,False,Amount Mismatch,extra amount deducted,user claims account was compromised before transaction.,Closed,Medium,Email
CBK0000922,TXN00018185,False,USR61372,MCH8331,2026-02-27 00:00:00,2026-02-28 00:00:00,,1.0,,False,660.0,False,Other/Unclassified,Service Not Provided,user reports money deducted but merchant denies receiving payment.,Open,High,Email
CBK0001957,TXN00009699,False,USR64159,MCH2134,2026-02-03 10:47:22,2026-02-06 00:00:00,2026-03-03 00:00:00,2.5504398148148146,25.0,False,3917.9,False,Duplicate Debit,Duplicate Debit,MERCHANT SERVICE WAS NOT DELIVERED AFTER PAYMENT.,In Progress,High,Chatbot
CBK0002591,TXN00004763,False,USR40127,MCH4473,2026-03-10 00:00:00,2026-03-12 23:20:31,2026-03-19 23:20:31,2.9725810185185186,7.0,False,2865.75,False,Duplicate Debit,double debit,Customer says transaction was not authorized.,Pending Bank,Medium,Chatbot
CBK0000772,TXN00010034,False,USR25196,MCH1320,2026-01-06 00:00:00,2026-01-08 09:22:06,2026-02-05 00:00:00,2.390347222222222,27.60965277777778,False,305.0,False,General Complaint / Dispute,dispute raised,Customer says amount was debited twice.,Open,Critical,Chatbot
CBK0000963,TXN00003306,False,USR42884,MCH8953,2026-01-04 00:00:00,,2026-02-01 00:48:55,,,False,2280.54,False,Duplicate Debit,Duplicate Debit,Payment made to unknown merchant as per customer statement.,In Progress,Medium,Email
CBK0001101,TXN00002219,False,USR11618,MCH1518,2026-03-15 00:00:00,2026-03-17 00:00:00,2026-04-12 00:00:00,2.0,26.0,False,3127.19,False,Item/Service Not Delivered,item not received,COMPLAINT RECEIVED AFTER MULTIPLE FAILED ATTEMPTS.,Open,Medium,Chatbot
CBK0002749,TXN00019208,False,USR22131,MCH6084,2026-03-08 00:00:00,2026-03-10 01:16:17,2026-03-12 00:00:00,2.052974537037037,1.9470254629629629,False,1146.96,False,General Complaint / Dispute,Customer Dispute,Suspicious high-value payment disputed by customer.,Rejected,Medium,Chatbot
CBK0001237,TXN00015341,False,USR87558,MCH4264,2026-01-10 19:48:33,2026-01-12 14:48:33,,1.7916666666666667,,False,6901.63,False,Item/Service Not Delivered,item not received,Complaint received after multiple failed attempts.,Pending Bank,Critical,IVR
CBK0002728,TXN00014794,False,USR60133,MCH9291,2026-03-03 15:24:00,2026-03-04 11:24:00,2026-03-12 00:00:00,0.8333333333333334,7.525,False,975.44,False,General Complaint / Dispute,Customer Dispute,Payment made to unknown merchant as per customer statement.,In Progress,Medium,Chatbot
CBK0000711,TXN00015632,False,USR47206,MCH3217,2026-03-05 00:00:00,2026-03-06 00:00:00,2026-04-01 23:17:35,1.0,26.97054398148148,False,386.01,False,General Complaint / Dispute,complaint,User says UPI PIN was not entered by them.,In Progress,Low,Branch
CBK0000888,TXN00015372,False,USR10047,MCH6850,2026-02-12 00:00:00,2026-02-14 00:00:00,2026-03-02 00:00:00,2.0,16.0,False,1341.86,False,Amount Mismatch,amount mismatch,PAYMENT MADE TO UNKNOWN MERCHANT AS PER CUSTOMER STATEMENT.,Pending Bank,High,Chatbot
CBK0001977,TXN00000225,False,USR94159,MCH5655,2026-03-07 00:00:00,2026-03-07 22:21:00,,0.93125,,False,666.0,False,General Complaint / Dispute,complaint,Payment made to unknown merchant as per customer statement.,Resolved,High,Branch
CBK0000558,TXN00006037,False,USR26658,MCH7509,2026-02-13 00:00:00,2026-02-14 00:00:00,2026-02-22 03:45:00,1.0,8.15625,False,739.74,False,General Complaint / Dispute,dispute raised,user reports money deducted but merchant denies receiving payment.,Closed,Low,Email
CBK0001241,TXN00019245,False,USR99206,MCH4590,2026-03-11 00:00:00,2026-03-12 00:00:00,2026-04-06 00:00:00,1.0,25.0,False,2987.16,False,Other/Unclassified,suspicious transaction,Customer complaint text unclear due to poor call center notes.,Closed,Medium,Branch
CBK0000238,TXN00008222,False,USR40061,MCH2274,2026-02-19 00:00:00,2026-02-22 00:00:00,,3.0,,False,4360.22,False,General Complaint / Dispute,dispute raised,User reports money deducted but merchant denies receiving payment.,In Progress,Low,App
CBK0001421,TXN00015594,False,USR50434,MCH6889,2026-01-26 00:00:00,2026-01-30 00:00:00,2026-02-17 10:08:54,4.0,18.422847222222224,False,1421.26,False,Account Takeover / Unauthorized,Account Takeover,Customer complaint text unclear due to poor call center notes.,Open,Low,Email
CBK0000996,TXN00000021,False,USR22644,MCH4473,2026-01-07 00:00:00,2026-01-17 19:42:38,2026-02-11 00:00:00,10.821273148148148,24.178726851851852,False,1284.05,False,General Complaint / Dispute,dispute raised,Complaint received after multiple failed attempts. pls check asap,Rejected,Low,Chatbot
CBK0001387,TXN00008870,False,USR26871,MCH3687,2026-01-20 19:35:20,2026-01-23 00:00:00,,2.1837962962962965,,False,4628.47,False,Account Takeover / Unauthorized,unauthorized_transaction,Suspicious high-value payment disputed by customer.,Rejected,Medium,Chatbot
CBK0002306,TXN00008650,False,USR32641,MCH1565,2026-02-18 00:00:00,2026-02-19 00:00:00,2026-03-12 00:00:00,1.0,21.0,False,1166.57,False,Item/Service Not Delivered,not delivered,user claims account was compromised before transaction.,Open,Medium,Chatbot
CBK0000989,TXN00012972,False,USR33348,MCH5173,2026-03-03 18:36:37,2026-03-14 13:36:37,2026-03-20 00:00:00,10.791666666666666,5.432905092592593,False,1647.57,False,Other/Unclassified,unauth txn,Customer says amount was debited twice.,Resolved,High,IVR
CBK0002096,TXN00008557,False,USR89656,MCH4345,2026-03-14 00:00:00,2026-03-20 00:00:00,,6.0,,False,752.0,False,Other/Unclassified,FRAUD,Payment made to unknown merchant as per customer statement.,Rejected,High,Chatbot
CBK0001958,TXN00018222,False,USR46902,MCH5561,2026-03-08 00:00:00,2026-03-10 18:32:00,,2.772222222222222,,False,1611.0,False,Item/Service Not Delivered,merchant service issue,Customer complaint text unclear due to poor call center notes.,Closed,Low,Branch
CBK0001584,TXN00016151,False,USR53727,MCH3815,2026-02-03 00:00:00,2026-02-04 08:28:07,2026-03-06 00:00:00,1.3528587962962964,29.647141203703704,False,1236.73,False,Account Takeover / Unauthorized,login compromised,Merchant service was not delivered after payment.,In Progress,Low,Call Center
CBK0000075,TXN00014086,False,USR84007,MCH8154,2026-03-18 00:00:00,2026-03-25 00:00:00,2026-03-26 00:00:00,7.0,1.0,False,1493.94,False,Other/Unclassified,scam,User reports money deducted but merchant denies receiving payment.,Resolved,Medium,App
CBK0002416,TXN00007831,False,USR38240,MCH6533,2026-01-06 01:46:00,2026-01-07 00:00:00,2026-01-28 08:46:41,0.9263888888888889,21.365752314814817,False,905.66,False,Account Takeover / Unauthorized,account hacked,Suspicious high-value payment disputed by customer.,Open,Low,Email
CBK0000118,TXN00008970,False,USR64312,MCH2858,2026-01-26 00:00:00,,,,,False,450.63,False,Other/Unclassified,suspicious transaction,Payment made to unknown merchant as per customer statement.,Closed,Low,IVR
CBK0002291,TXN00000916,False,USR59058,MCH4473,2026-01-01 00:19:40,2026-01-03 00:00:00,,1.9863425925925926,,False,577.0,False,Account Takeover / Unauthorized,unauthorized_transaction,Merchant service was not delivered after payment. details missing,Open,High,IVR
CBK0000686,TXN00000850,False,USR54783,MCH8420,2026-01-23 00:00:00,2026-01-20 00:00:00,,-3.0,,True,1203.18,False,Other/Unclassified,UNAUTHORISED,Customer says txn was not authorized.,Pending Bank,Medium,Branch
CBK0002224,TXN00008421,False,USR39089,MCH2822,2026-01-06 00:00:00,2026-01-11 00:00:00,2026-01-17 00:00:00,5.0,6.0,False,964.56,False,Account Takeover / Unauthorized,Unauthorized Transaction,User claims account was compromised before transaction.,Closed,Low,Call Center
CBK0002365,TXN00000567,False,USR77716,MCH2387,2026-03-15 16:57:45,2026-03-19 00:00:00,2026-04-12 05:57:00,3.293229166666667,24.247916666666665,False,1015.09,False,Other/Unclassified,scam,suspicious high-value payment disputed by customer.,Open,Low,Chatbot
CBK0002438,TXN00006364,False,USR79500,MCH2963,2026-02-17 00:00:00,2026-02-18 21:05:00,2026-03-16 00:00:00,1.8784722222222223,25.12152777777778,False,2678.39,False,Item/Service Not Delivered,Merchant Not Delivered,Complaint received after multiple failed attempts.,Closed,Low,Email
CBK0000286,TXN00017361,False,USR62049,MCH6810,2026-02-01 02:57:51,2026-02-11 00:00:00,2026-02-28 00:00:00,9.876493055555555,17.0,False,1755.45,False,Account Takeover / Unauthorized,Unauthorized Transaction,user claims account was compromised before transaction.,In Progress,Low,IVR
CBK0002129,TXN00005777,False,USR99787,MCH8779,2026-03-05 00:00:00,2026-03-21 00:00:00,2026-04-02 00:00:00,16.0,12.0,False,891.95,False,Other/Unclassified,FRAUD,Customer says amount was debited twice.,Open,Medium,Call Center
CBK0001675,TXN00007698,False,USR30500,MCH1290,2026-03-25 00:00:00,2026-03-27 00:00:00,2026-04-10 05:50:27,2.0,14.243368055555555,False,1746.55,False,Duplicate Debit,DUP_DEBIT,Merchant service was not delivered after payment.,Resolved,Medium,Branch
CBK0002449,TXN00010509,False,USR57946,MCH4966,2026-02-26 06:53:00,2026-02-28 00:00:00,2026-03-25 00:00:00,1.7131944444444445,25.0,False,1835.21,False,Other/Unclassified,service failed,Suspicious high-value payment disputed by customer.,Open,Medium,IVR
CBK0000924,TXN00003076,False,USR28031,MCH8603,2026-01-01 00:00:00,,2026-01-24 01:31:00,,,False,342.0,False,General Complaint / Dispute,customer issue,User says UPI PIN was not entered by them.,Pending Bank,Medium,App
CBK0002583,TXN00016902,False,USR33856,MCH4131,2026-01-15 15:10:59,2026-01-17 22:10:59,2026-02-10 00:00:00,2.2916666666666665,23.075706018518517,False,1595.05,False,Account Takeover / Unauthorized,unauthorized_transaction,Customer says amount was debited twice.,Pending Bank,Low,Branch
CBK0002083,TXN00014640,False,USR17657,MCH2822,2026-03-25 00:00:00,2026-03-27 00:00:00,2026-04-03 14:05:27,2.0,7.587118055555556,False,5247.0,False,Item/Service Not Delivered,no service,Suspicious high-value payment disputed by customer. NA,Closed,Low,Email
CBK0000076,TXN00001158,False,USR27355,MCH5963,2026-01-04 00:00:00,2026-01-05 22:59:45,2026-01-09 22:59:00,1.9581597222222222,3.9994791666666667,False,461.85,False,Item/Service Not Delivered,no service,CUSTOMER SAYS TRANSACTION WAS NOT AUTHORIZED.,Rejected,Low,IVR
CBK0000938,TXN00011273,False,USR80424,MCH1874,2026-02-16 00:00:00,2026-02-21 00:00:00,2026-02-28 00:00:00,5.0,7.0,False,1062.27,False,Item/Service Not Delivered,not delivered,Customer says amount was debited twice.,Resolved,Critical,Branch
CBK0002610,TXN00011255,False,USR62673,MCH3100,2026-01-06 00:00:00,2026-01-21 17:51:37,2026-01-25 17:51:37,15.744178240740741,4.0,False,2068.22,False,Account Takeover / Unauthorized,account hacked,Merchant service was not delivered after payment.,Open,Low,Call Center
